Cod_setor,Cod_Grandes Regiões,Nome_Grande_Regiao,Cod_UF,Nome_da_UF,Cod_meso,Nome_da_meso,Cod_micro,Nome_da_micro,Cod_RM,Nome_da_RM,Cod_municipio,Nome_do_municipio,Cod_distrito,Nome_do_distrito,Cod_subdistrito,Nome_do_subdistrito,Cod_bairro,Nome_do_bairro,Situacao_setor,Tipo_setor,V001,V002,V003,V004,V005,V006,V007,V008,V009,V010,V011,V012,X34
250750705000493,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507012.0,Brisamar,1,0,107.0,357.0,3.34,1.92,3100.95,8094161.76,3221.38,8019840.87,1699.82,5596149.65,2504.21,6232834.45,
250750705000494,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507012.0,Brisamar,1,0,181.0,661.0,3.65,2.43,5654.47,32852245.47,6092.02,32728092.8,2783.91,17188732.0,3831.9,19649229.86,
250750705000495,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507012.0,Brisamar,1,0,303.0,934.0,3.08,2.81,2927.77,10493670.32,3465.29,10557834.97,1855.46,22954403.88,2878.47,32683162.56,
250750705000496,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507012.0,Brisamar,1,0,225.0,685.0,3.04,2.06,1362.22,3770496.83,2811.93,3706082.36,809.58,2127950.37,2099.63,2812966.8,
250750705000497,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507012.0,Brisamar,1,0,266.0,966.0,3.63,1.79,7560.61,40892487.12,7735.09,40485007.86,3486.15,27566949.44,5116.49,32124886.6,
250750705000498,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507040.0,Miramar,1,0,244.0,800.0,3.28,2.05,6239.36,27906939.39,6450.87,27486773.16,3007.22,19101188.62,4360.18,21801024.77,
250750705000499,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507040.0,Miramar,1,0,131.0,353.0,2.69,2.17,3661.98,7961834.92,3777.32,7775464.65,2210.5,7313076.33,2999.96,7557561.84,
250750705000500,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507040.0,Miramar,1,0,457.0,1590.0,3.48,2.05,4707.7,23475613.14,4923.15,23489323.87,2491.0,16977059.18,3648.49,20646591.21,
250750705000501,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507040.0,Miramar,1,0,224.0,733.0,3.27,2.56,4839.64,17187802.91,5237.1,16514578.34,2927.73,46365585.07,4584.3,65049079.51,
250750705000502,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507040.0,Miramar,1,1,246.0,831.0,3.38,3.0,432.24,109277.61,553.81,72494.15,265.15,93069.43,499.05,58345.86,
250750705000503,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507040.0,Miramar,1,1,160.0,593.0,3.71,3.45,688.03,1776214.19,957.25,2217372.38,403.89,730848.7,763.56,1108425.01,
250750705000504,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507061.0,Costa do Sol,1,0,279.0,947.0,3.39,2.97,727.84,3973355.79,802.64,4323031.65,370.89,1483716.17,619.4,2325679.41,
250750705000505,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507043.0,Paratibe,1,0,178.0,629.0,3.53,2.83,767.33,1981402.37,827.78,2088115.24,406.9,809779.97,625.9,1109436.86,
250750705000506,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507043.0,Paratibe,1,1,200.0,737.0,3.69,2.84,444.91,92636.91,475.84,84314.89,254.38,90381.2,421.22,79353.19,
250750705000507,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507043.0,Paratibe,1,0,336.0,1188.0,3.54,3.5,513.29,296043.45,605.14,293426.67,319.01,185802.11,549.22,193462.02,
250750705000508,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507043.0,Paratibe,1,0,509.0,1631.0,3.2,1.6,893.76,576251.05,961.78,554639.9,532.7,462365.72,828.24,474123.08,
250750705000509,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507043.0,Paratibe,1,0,280.0,972.0,3.47,1.85,719.11,305490.85,795.86,276902.81,413.66,265556.82,718.46,242191.68,
250750705000510,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507041.0,Mucumago,1,0,293.0,1096.0,3.74,3.06,568.47,279549.01,640.62,268766.47,324.9,285384.73,560.35,360403.37,
250750705000511,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507041.0,Mucumago,1,0,245.0,812.0,3.31,2.14,833.75,6945807.19,950.09,7808471.21,455.22,2739775.58,783.26,4461683.67,
250750705000512,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507000.0,JOÃO PESSOA (demais setores),8,0,43.0,155.0,3.6,1.39,814.26,2545486.48,972.58,2896197.45,419.45,1011874.49,739.86,1555321.45,
250750705000513,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507062.0,Gramame,4,0,135.0,458.0,3.39,2.42,609.0,178462.01,642.3,166738.31,324.58,144251.46,516.56,130343.81,
250750705000514,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507000.0,JOÃO PESSOA (demais setores),8,0,296.0,978.0,3.3,2.59,627.39,1522069.49,734.02,1703206.82,369.4,734533.65,651.79,1112802.0,
250750705000515,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507062.0,Gramame,1,0,331.0,1155.0,3.49,2.41,634.51,215357.09,695.44,193591.95,366.56,179997.4,574.11,162729.63,
250750705000516,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507000.0,JOÃO PESSOA (demais setores),8,0,11.0,55.0,5.0,7.6,424.18,88086.76,466.6,75882.71,200.69,74391.05,413.18,64797.53,
250750705000517,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507008.0,Indústrias,1,0,205.0,736.0,3.59,3.05,420.67,254010.89,607.31,253354.94,335.44,180965.68,585.39,169459.6,
250750705000518,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507008.0,Indústrias,1,0,368.0,1276.0,3.47,2.59,688.7,425487.75,830.95,395068.6,403.72,279209.74,717.28,271143.73,
250750705000519,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507008.0,Indústrias,1,0,116.0,428.0,3.69,3.43,788.47,798908.15,1005.08,800696.94,525.21,492262.9,844.9,521919.68,
250750705000520,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507008.0,Indústrias,1,0,277.0,1044.0,3.77,3.6,437.77,131832.93,496.98,120190.93,270.46,106242.85,453.05,95224.64,
250750705000521,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507008.0,Indústrias,1,0,278.0,999.0,3.59,2.88,552.0,210293.66,642.07,186676.17,318.73,152321.6,580.84,125279.43,
250750705000522,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507011.0,Bessa,1,0,406.0,1247.0,3.07,2.2,3831.45,121755034.98,4482.91,139587869.33,2244.9,48558763.53,3285.07,67666465.56,
250750705000523,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507011.0,Bessa,1,0,263.0,744.0,2.83,1.93,3074.3,10992751.84,3313.69,11055732.58,1883.21,7214466.01,2665.22,8128011.4,
250750705000524,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507011.0,Bessa,1,0,261.0,803.0,3.08,2.08,1680.55,5061091.33,2308.54,5504926.14,1149.5,3604365.61,1953.06,4556854.38,
250750705000525,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507011.0,Bessa,1,0,86.0,260.0,3.02,2.19,3042.56,15469233.38,4361.0,16439005.76,1765.61,9324668.8,3607.33,12434398.88,
250750705000526,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507011.0,Bessa,1,0,155.0,557.0,3.59,3.18,3380.14,13296343.89,3588.51,13368758.6,1701.71,7174182.37,2526.78,8572038.81,
250750705000527,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507011.0,Bessa,1,0,181.0,559.0,3.09,1.85,4259.11,154937328.65,4848.42,173635569.52,2269.66,61647395.58,3578.8,92617684.04,
250750705000528,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507011.0,Bessa,1,0,260.0,822.0,3.16,1.99,2815.5,7671925.56,3000.12,7620903.5,1563.7,5173596.89,2340.75,5927186.98,
250750705000529,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507034.0,Jardim Oceania,1,0,253.0,705.0,2.79,1.73,3720.06,8411453.43,3795.06,8295938.72,2184.8,7093374.78,3048.23,7265101.16,
250750705000530,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507034.0,Jardim Oceania,1,0,238.0,723.0,3.04,2.26,3596.87,14567689.25,3721.98,14608918.49,1951.17,9350596.76,2815.44,11062988.16,
250750705000531,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507034.0,Jardim Oceania,1,0,269.0,716.0,2.66,1.82,2839.72,9677621.46,3019.31,9747693.06,1647.67,6463915.07,2492.73,7675472.62,
250750705000532,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507034.0,Jardim Oceania,1,0,165.0,457.0,2.77,1.54,3189.22,10928645.7,3248.28,10939251.52,1792.94,6835602.23,2482.06,7755576.08,
250750705000533,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507034.0,Jardim Oceania,1,0,110.0,365.0,3.32,2.84,4762.82,18908023.64,4851.02,18829584.47,2637.98,15196042.0,3722.87,17416219.97,
250750705000534,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507034.0,Jardim Oceania,1,0,181.0,536.0,2.96,1.87,5307.71,16995611.14,5397.16,16798137.43,2926.18,13098723.38,4008.13,13606787.47,
250750705000535,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507034.0,Jardim Oceania,1,0,186.0,611.0,3.28,1.97,6778.8,43026319.89,6889.93,42965674.76,3475.94,32078501.67,5004.63,38552757.26,
250750705000536,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507034.0,Jardim Oceania,1,0,242.0,774.0,3.2,1.93,5303.49,25185282.05,5508.35,25029015.9,2667.47,15048831.58,3947.4,17221922.78,
250750705000537,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507034.0,Jardim Oceania,1,0,271.0,783.0,2.89,1.77,5496.63,25063750.18,5685.44,24850405.01,2943.83,16356096.11,4013.27,18009234.29,
250750705000538,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507034.0,Jardim Oceania,1,0,312.0,939.0,3.01,2.31,6221.0,26163278.61,6601.88,25247490.11,3364.97,19016695.71,4786.86,20248017.14,
250750705000539,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507034.0,Jardim Oceania,1,0,243.0,823.0,3.39,2.72,6084.39,109743831.92,6291.52,112187037.72,2782.71,42810477.49,4349.73,60136786.73,
250750705000540,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507034.0,Jardim Oceania,1,0,140.0,430.0,3.07,2.23,4966.11,17114249.07,5267.09,16562021.5,2693.06,13452049.82,3855.53,14781540.39,
250750705000541,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507034.0,Jardim Oceania,1,0,226.0,678.0,3.0,1.56,5165.05,18779340.7,5330.14,18498342.09,2736.91,13784621.11,3943.99,15106573.97,
250750705000542,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507034.0,Jardim Oceania,1,0,210.0,732.0,3.49,2.01,5075.76,21885045.59,5199.56,21774587.55,2526.04,13305393.53,3503.35,15032950.03,
250750705000543,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507051.0,Tambaú,1,0,143.0,447.0,3.13,1.79,8154.3,46222266.76,8449.75,45394547.56,4132.0,32520783.59,5831.68,35998421.62,
250750705000544,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507051.0,Tambaú,1,0,279.0,800.0,2.87,2.25,5028.86,24101762.22,5083.52,24085807.44,2658.91,15760027.41,3750.51,18140649.46,
250750705000545,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507051.0,Tambaú,1,0,100.0,273.0,2.73,3.75,3353.77,15446606.3,3387.65,15488292.21,1788.91,8810304.25,2366.87,10296386.83,
250750705000546,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507051.0,Tambaú,1,0,216.0,571.0,2.64,2.32,4736.3,19863722.03,5590.38,18664482.82,2926.63,14536398.13,4236.12,15495989.76,
250750705000547,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507051.0,Tambaú,1,0,204.0,509.0,2.5,2.1,6982.43,216217907.57,7380.39,225652979.21,4061.32,105644380.49,5415.1,133607341.45,
250750705000548,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507051.0,Tambaú,1,0,321.0,963.0,3.0,1.86,7740.01,269629754.24,8717.7,295254992.99,4147.52,149625834.52,6296.49,213731890.14,
250750705000549,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507051.0,Tambaú,1,0,312.0,983.0,3.15,2.95,2728.21,14125063.82,2945.33,14611386.28,1571.85,7633737.4,2117.73,9131122.54,
250750705000550,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507051.0,Tambaú,1,0,200.0,603.0,3.02,1.51,5610.37,20456145.93,5724.87,20216915.61,2954.43,14446834.13,4160.95,15328635.97,
250750705000551,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507051.0,Tambaú,1,0,306.0,935.0,3.06,1.74,4949.21,80024096.27,5240.34,83216821.87,2513.36,34854532.52,3675.73,46722133.15,
250750705000552,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507013.0,Cabo Branco,1,0,216.0,663.0,3.07,2.1,6251.13,27779840.81,6460.5,27355614.99,3238.33,21872579.58,4457.22,24678669.28,
250750705000553,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507013.0,Cabo Branco,1,0,207.0,566.0,2.73,2.64,3605.51,12397564.67,4314.1,11773512.71,2731.52,13947999.31,3754.06,15334349.26,
250750705000554,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507013.0,Cabo Branco,1,0,299.0,944.0,3.16,2.18,7158.53,33643389.44,7380.69,33045732.21,3787.89,26641673.48,5427.81,29279137.98,
250750705000555,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507013.0,Cabo Branco,1,0,196.0,535.0,2.73,1.94,5292.97,20778768.52,5518.2,20418173.6,3043.48,15641776.49,4063.46,16742221.6,
250750705000556,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507013.0,Cabo Branco,1,0,182.0,540.0,2.97,2.32,5060.52,24351856.51,5293.18,24239283.65,2715.92,15595781.58,3921.26,17797156.56,
250750705000557,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507013.0,Cabo Branco,1,0,165.0,496.0,3.01,2.35,8951.96,237121347.14,9348.56,243962326.99,4189.58,104221412.51,7085.31,155929707.19,
250750705000558,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507013.0,Cabo Branco,1,1,112.0,370.0,3.3,4.07,795.24,536075.97,908.85,509132.98,532.09,354639.05,791.88,321913.42,
250750705000559,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507047.0,Ponta do Seixas,1,0,128.0,417.0,3.26,3.17,4387.73,18937737.35,4457.38,18927816.29,2189.35,11137631.45,3025.81,12867644.42,
250750705000560,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507044.0,Penha,1,0,205.0,756.0,3.69,4.06,812.25,983876.15,904.96,1012429.48,445.71,638088.21,783.56,857611.44,
250750705000561,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507060.0,Barra de Gramame,1,0,91.0,308.0,3.38,2.77,800.88,1041854.77,888.78,1078526.89,418.67,492284.25,668.9,619872.39,
250750705000562,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507000.0,JOÃO PESSOA (demais setores),8,0,1.0,6.0,6.0,0.0,510.0,0.0,510.0,0.0,255.0,130050.0,510.0,0.0,
250750705000563,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507000.0,JOÃO PESSOA (demais setores),8,0,100.0,332.0,3.32,2.99,1143.04,5724234.89,1154.59,5769178.73,589.49,2585311.73,964.62,3875986.09,
250750705000564,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507057.0,Varjão,1,0,115.0,393.0,3.42,3.14,329.31,106849.73,582.63,40429.27,206.2,89479.3,552.15,48243.54,
250750705000565,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507057.0,Varjão,1,1,95.0,382.0,4.02,8.53,480.38,130079.45,563.41,105479.77,255.38,101044.04,491.11,78400.06,
250750705000566,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507029.0,Jaguaribe,1,6,,,,,,,,,400.0,0.0,400.0,0.0,
250750705000567,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507029.0,Jaguaribe,1,7,,,,,,,,,510.0,0.0,510.0,0.0,
250750705000569,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2507507,JOÃO PESSOA,250750705,JOÃO PESSOA,25075070500.0,JOÃO PESSOA,2507507029.0,Jaguaribe,1,6,,,,,,,,,197.05,63100.37,510.0,0.0,
